URL;Portal
http://lubw.baden-wuerttemberg.de;unknown
http://opendata.rhein-kreis-neuss.de;socrata
http://ble.de;unknown
http://opendata.sachsen.de;unknown
http://statistik-bw.de;unknown
http://bund.de;unknown
http://kriminalitaetsatlas.berlin.de;unknown
http://pegelonline.wsv.de;unknown
http://wsv.de;unknown
http://opengeodata.nrw.de;unknown
http://statistik.leipzig.de;unknown
http://fritz.freiburg.de;unknown
http://polizei.nrw;unknown
http://gis.iserlohn.de;unknown
http://jum.baden-wuerttemberg.de;unknown
http://duisburg.de;unknown
http://offenedaten.kreis-kleve.de;unknown
http://bmi.bund.de;unknown
http://thw.de;unknown
http://daten.diepholz.de;unknown
http://kis.kreis-viersen.de;unknown
http://projektzukunft.berlin.de;unknown
http://www.bbsr.bund.de;unknown
http://opendata.duesseldorf.de;unknown
http://kba.de;unknown
http://www.opengov-muenchen.de;ckan
http://braunschweig.de;unknown
http://bsi.bund.de;unknown
http://stadt-mittenwalde.opendata.arcgis.com/;arcgis
http://gdi.gelsenkirchen.de;unknown
http://www.bfu-web.de;unknown
http://open-data.bielefeld.de;unknown
http://mvi.baden-wuerttemberg.de;unknown
http://bundeskartellamt.de;unknown
http://spiellandschaft-bremen.de;unknown
http://bundeswahlleiter.de;unknown
http://the-locator.eu;unknown
https://api.deutsche-digitale-bibliothek.de;unknown
http://www.geoseaportal.de;unknown
http://opendata.dresden.de;unknown
http://ulm.de;unknown
http://offenedaten.arnsberg.de;unknown
http://schule-bw.de;unknown
http://bmvg.de;unknown
http://bundestag.de;unknown
http://mpanrw.de;unknown
http://duisburgkontor.de;unknown
http://ogc.muenchen.de;unknown
http://www.gars.nrw.de;unknown
http://hamburg-port-authority.de;unknown
http://geoportal.kreis-euskirchen.de;unknown
http://geoportal.kreis-guetersloh.de;unknown
http://opendata.jena.de;ckan
http://destatis.de;unknown
http://geo.muelheim-ruhr.de;unknown
http://bundesfinanzministerium.de;unknown
http://opendata.bayern.de/;ckan
http://geoportal-hamburg.de;unknown
http://luft.hamburg.de;unknown
http://geoportal.rlp.de;unknown
http://databox.bonn.de;unknown
http://download.vrsinfo.de;unknown
http://statistik.baden-wuerttemberg.de;unknown
http://verbraucherportal-bw.de;unknown
http://finanzdaten.ikvs.de;unknown
http://odlinfo.bfs.de;unknown
http://bast.de;unknown
http://kreis-soest.de;unknown
http://umwelt.bremen.de;unknown
http://mehrgenerationenhaeuser.de;unknown
http://raw.github.com;unknown
http://moenchengladbach.de;unknown
http://bundeskanzlerin.de;unknown
http://im.baden-wuerttemberg.de;unknown
http://www.portal-tideelbe.de;unknown
http://data.gelsen.net;unknown
http://datenschutz.rlp.de;unknown
http://www.ig.nrw.de;unknown
http://stolpersteine-berlin.de;unknown
http://gis-broker.de;unknown
http://www.geodaten.aachen.de;unknown
http://daten.halle.de;unknown
http://bfdi.bund.de;unknown
http://antidiskriminierungsstelle.de;unknown
http://data.ulm.de;unknown
http://www.hochsauerlandkreis.de;unknown
http://gdi.ti.bund.de;unknown
http://mainzerring.de;unknown
http://luen-ni.de;unknown
http://auswaertiges-amt.de;unknown
http://opendata.dortmund.de;unknown
http://dgg.bam.de;unknown
http://data.deutschebahn.com;ckan
http://ioer-monitor.de;unknown
http://bescha.bund.de;unknown
http://bremen.de;unknown
http://data-run.info;unknown
http://jugendforum.rlp.de;unknown
http://baysis.bayern.de;unknown
http://zoll.de;unknown
http://stellenmarkt.nrw.de;unknown
http://bstu.de;unknown
http://vattenfall.de;unknown
http://www.wms.nrw.de;unknown
http://bundesgesundheitsministerium.de;unknown
http://buergerinfo.moers.de;unknown
http://hamburg.de;unknown
http://elwis.de;unknown
http://vergabe.stadt-koeln.de;unknown
http://bielefeld01.de;unknown
http://mwk.baden-wuerttemberg.de;unknown
http://netz-duesseldorf.de;unknown
http://geoportal.braunschweig.de;unknown
http://offenesdatenportal.de;ckan
http://185.223.104.6;unknown
http://lak-energiebilanzen.de;unknown
http://herne.de;unknown
http://www.standardsicherung.schulministerium.nrw.de;unknown
http://overpass-api.de;unknown
http://bzga.de;unknown
http://bfn.de;unknown
http://bochum.de;unknown
http://bdbos.bund.de;unknown
http://www.altenburg.eu;unknown
http://vhsit.berlin.de;unknown
http://ris.schwalmtal.de;unknown
http://stadtplan.leipzig.de;unknown
http://opendata.bonn.de;socrata
http://musenkuss-duesseldorf.de;unknown
http://geodienste.bfn.de;unknown
http://www.jki.bund.de;unknown
http://bsis.aachen.de;unknown
http://bmz.de;unknown
http://arcgis.com;arcgis
http://opendata-esri-de.opendata.arcgis.com/;arcgis
http://cdc.dwd.de;unknown
http://transparenz.karlsruhe.de;ckan
http://hochmoseluebergang.rlp.de;unknown
http://mydataset.com;unknown
http://dblp.org;unknown
http://nord-sued-bruecken.de;unknown
http://verwaltung-innovativ.de;unknown
http://wiki.dbpedia.org;unknown
http://hystreet.com;unknown
http://mannheim.opendatasoft.com;socrata
http://bmwi.de;unknown
http://vmp-rheinland.de;unknown
http://sozialportal.rlp.de;unknown
http://www.evergabe-online.de;unknown
http://bsr.de;unknown
http://opendata.hochsauerlandkreis.de;unknown
http://bpb.de;unknown
http://bbk.bund.de;unknown
http://bzst.de;unknown
http://gdi1.geo.bremen.de;unknown
http://geoportal.duisburg.de;unknown
http://data.wennigsen.net;unknown
http://offenedaten-wuppertal.de;socrata
http://service.brandenburg.de;unknown
http://wachtendonk.de;unknown
http://open.lklg.net/;ckan
http://lib.bonn.de;unknown
http://opendata.mannheim.de;unknown
http://bmbf.de;unknown
http://standorte-videoueberwachung.bremen.de;unknown
http://lod.b3kat.de;unknown
http://www.staedtebaufoerderung.info;unknown
http://opendata.zvbn.opendata.arcgis.com;arcgis
http://schulministerium.nrw.de;unknown
http://opendata.bvl.bund.de;unknown
http://wir-tun-was.de;unknown
http://musenkuss-koeln.de;unknown
http://geo.sv.rostock.de;unknown
http://orka-mv.de;unknown
http://wahlen.bonn.de;unknown
http://ogdcockpit.bonn.de;unknown
http://stromnetz-berlin.de;unknown
http://kleve.de;unknown
http://opendata.stadt-muenster.de;socrata
http://iatiregistry.org;ckan
http://umweltbundesamt.de;unknown
http://sozialberichte.nrw.de;unknown
http://wabiha.de;unknown
http://wesel.de;unknown
http://bundespruefstelle.de;unknown
http://secure.gelsenkirchen.de;unknown
http://opendata.dormagen.de;socrata
http://bundeshaushalt-info.de;unknown
http://opendata.dwd.de;unknown
http://bfr.bund.de;unknown
http://mauttabelle.de;unknown
http://geodownload.sachsen.de;unknown
http://open.nrw;ckan
http://dpma.de;unknown
http://www.pegelmobil.de;unknown
http://stadtplan.bonn.de;unknown
http://studieninfo-bw.de;unknown
http://developer.deutschebahn.com;unknown
http://goch.de;unknown
http://bonn.de;unknown
http://opendata-hro.de;ckan
http://statistik.bremen.de;unknown
http://www.landesvermessung.sachsen.de;unknown
http://isim.rlp.de;unknown
http://conterra.de;unknown
http://u99132.bs.ptb.de;unknown
http://kultusportal-bw.de;unknown
http://gateway.hamburg.de;unknown
http://service.mdm-portal.de;unknown
http://nvbw.de;unknown
http://offenedaten.frankfurt.de;ckan
http://hmbtg.geronimus.info;unknown
http://adv-online.de;unknown
;unknown
http://handelsregister.de;unknown
http://datenregister.berlin.de;ckan
http://tes.bam.de;unknown
http://www.landesrecht-hamburg.de;unknown
http://haushalt.fm.nrw.de;unknown
http://opendata.gelsenkirchen.de;socrata
http://opendata.service-bw.de;unknown
http://sags-uns.stadt-koeln.de;unknown
http://web3.karlsruhe.de;unknown
http://flow.dai-labor.de;unknown
http://opendata.leipzig.de;ckan
http://wahlen.stadt-koeln.de;unknown
http://efre.nrw.de;unknown
http://raw.githubusercontent.com;unknown
http://offenedaten.aachen.de;ckan
http://daten.hamburg.de;unknown
http://geoportal.bafg.de;unknown
http://www.radverkehrsnetz.nrw.de;unknown
http://www.wcs.nrw.de;unknown
http://buergerhaushalt.stadt-koeln.de;unknown
http://www.bundessortenamt.de;unknown
http://landesdatenbank.nrw.de;unknown
http://soest.de;unknown
http://bundesjustizamt.de;unknown
http://suche.transparenz.hamburg.de;ckan
http://statistik-bremen.de;unknown
http://lab.technologiestiftung-berlin.de;unknown
http://vvo-online.de;unknown
http://alt.wahlergebnisse.nrw.de;unknown
http://transparenz.schleswig-holstein.de;ckan
http://www.digis-online.de;unknown
http://awbkoeln.de;unknown
http://kreis-wesel.de;unknown
http://www.offenesdatenportal.de;ckan
http://bildung.bremen.de;unknown
http://www.gesetze-im-internet.de;unknown
http://geodaten.sachsen.de;unknown
http://lgl-bw.de;unknown
http://geoportal.frankfurt.de;unknown
http://open-data.ble.de;unknown
http://map.jena.de;unknown
http://adressen.leipzig.de;unknown
http://daten.wuppertal.de;unknown
http://bamf.de;unknown
http://www.verwaltungsvorschriften-im-internet.de;unknown
http://laermkartierung1.eisenbahn-bundesamt.de;unknown
http://vhs-koeln.de;unknown
http://umweltprobenbank.de;unknown
http://daten.ulm.de;unknown
http://www.portalnok.de;unknown
http://bwb.de;unknown
http://www.bfarm.de;unknown
http://daten.berlin.de;unknown
http://offenes-jena.de;unknown
http://leipzig.de;unknown
http://opendata-oepnv.de/;ckan
http://www.grundbuchportal.de;unknown
http://opendata.wesel.de;unknown
http://offenedaten.moers.de;unknown
http://geodienste.hamburg.de;unknown
http://verkehr.rlp.de;unknown
http://geldern.de;unknown
http://www.bag.bund.de;unknown
http://portal-chemnitz.opendata.arcgis.com/;arcgis
http://transparenz.bremen.de;unknown
http://open.muelheim-ruhr.de;unknown
http://bonn.sitzung-online.de;unknown
http://www.regionalstatistik.de;unknown
http://maps.dwd.de;unknown
http://datarun.s3.amazonaws.com;unknown
http://bka.de;unknown
http://mcloud.de;unknown
http://stadtplan.braunschweig.de;unknown
http://gdz.bkg.bund.de;unknown
http://eba.bund.de;unknown
http://berlin.de;unknown
http://Daten-hamburg.de;unknown
http://segelflug.de;unknown
http://kreis-swm.de;unknown
http://datenportal.bmbf.de;unknown
http://onlinesuche.rlp.de;unknown
http://www.lba.de;unknown
http://opendata.halle.de;unknown
http://wahlen.kdvz-frechen.de;unknown
http://kiel.de;unknown
http://beteiligungsbericht.fb.hamburg.de;unknown
http://offenedaten.kdvz-frechen.de;socrata
http://gedenktafeln-in-berlin.de;unknown
http://www.list.smwa.sachsen.de;unknown
http://bstu.bund.de;unknown
http://umweltdaten.landsh.de;unknown
http://datenadler.de;unknown
http://geocloud.landesvermessung.sachsen.de;unknown
http://lia.nrw.de;unknown
http://daten.transparenz.hamburg.de;unknown
http://eur-lex.europa.eu;unknown
https://bundesnetzagentur.de;unknown
http://lka-bw.de;unknown
http://daten.bremen.de;unknown
http://bundeshaushalt.de;unknown
http://api.nextbike.net;unknown
http://daten-hamburg.de;unknown
http://integrationsberichte.nrw.de;unknown
http://wahl.ulm.de;unknown
http://rohstofftransparenz.de;unknown
http://github.com;unknown
http://duesseldorf.de;unknown
http://ortenaukreis.de;unknown
http://geodaten.metropoleruhr.de;unknown
http://bib.bund.de;unknown
http://anliegen.bonn.de;unknown
http://www.geodaten1.aachen.de;unknown
http://sdw.ecb.europa.eu;unknown
http://svz-bw.de;unknown
http://moers.de;unknown
http://buergerservice.bremen.de;unknown
http://www.wfs.nrw.de;unknown
http://meerbusch.de;unknown
http://opendata.zitsh.de;unknown
http://opendata.kreis-viersen.de;unknown
http://bauumwelt.bremen.de;unknown
http://bundespolizei.de;unknown
http://mstatistik-muenchen.de;unknown
http://daten.aachen.de;ckan
http://energieatlas.berlin.de;unknown
http://erfurt.freifunk.net;unknown
http://zefys.staatsbibliothek-berlin.de;unknown
http://VBB.de;unknown
http://registry.gdi-de.org;unknown
http://lasv.brandenburg.de;unknown
http://produktcenter.bgr.de;unknown
http://geoservices.krzn.de;unknown
http://geoportal.wuppertal.de;unknown
http://gis.menden.de;unknown
http://www.infosis.uba.de;unknown
http://hvv.de;unknown
http://stadtentwicklung.berlin.de;unknown
http://mfw.baden-wuerttemberg.de;unknown
http://datenfragen.de;unknown
http://opendata.schleswig-holstein.de/;ckan
http://ww.tc-berlin-weissensee.de;unknown
https://offenedaten.kdvz-frechen.de;socrata
http://magdeburg.de;unknown
http://gis.kreis-soest.de;unknown
http://dip21.bundestag.de;unknown
http://gis.uba.de;unknown
http://gis.hochsauerlandkreis.de;unknown
http://gdws.wsv.bund.de;unknown
http://businesslocationcenter.de;unknown
http://geoportal-niederrhein.de;unknown
http://s3-eu-west-1.amazonaws.com;unknown
http://www.statistik-berlin-brandenburg.de;unknown
http://swb-konzern.de;unknown
http://vbb.de;unknown
http://geodienste-hamburg.de;unknown
http://downloads.dbpedia.org;unknown
http://www.bundesversicherungsamt.de;unknown
http://offenedaten-koeln.de;unknown
http://bdew.de;unknown
http://krefeld.de;unknown
http://bcp-bonn.de;unknown
http://services2.arcgis.com;arcgis
http://daten.rlp.de;ckan
http://lanuv.nrw.de;unknown
http://bundesregierung.de;unknown
http://daten.bmfsfj.de;unknown
http://download.geofabrik.de;unknown
http://offenedaten.de;ckan
http://opendata.freiburg.de;unknown
http://www.gis-rest.nrw.de;unknown
http://pub.uni-bielefeld.de;unknown
http://statistik.rlp.de;unknown
http://landesrecht.rlp.de;unknown
http://bonn.jetzt;unknown
http://achtet-auf-bruehl.de;unknown
http://gsi-berlin.info;unknown
http://www.geodatenzentrum.de;unknown
http://geodaten-mittenwalde.gdi-server.de;unknown
http://stadt-koeln.de;unknown
http://mittenwalde.de;unknown
http://bmel-statistik.de;unknown
http://opendata.potsdam.de;socrata
http://www.wahlergebnisse.nrw.de;unknown
http://service.bund.de;unknown
http://sevas.nrw.de;unknown
http://bmvi.de;unknown
http://fhh1.hamburg.de;unknown
http://geoshop.metropoleruhr.de;unknown
http://download.moers.de;unknown
http://www.bra.nrw.de;unknown
http://statistik-nord.de;unknown
http://gisdata.krzn.de;unknown
http://offenedaten.kdvz-frechen.de;unknown
http://bafza.de;unknown
http://region.statistik-nord.de;unknown
http://metaver.de;unknown
http://vhs-bonn.de;unknown
http://katalog-stadtarchiv.kiel.de;unknown
http://opendata.schleswig-holstein.de;ckan
http://badv.bund.de;unknown
http://ckan.govdata.de;ckan
http://vrsinfo.de;unknown
http://www.lzg.nrw.de;unknown
http://lds.sachsen.de;unknown
http://bonn-macht-mit.de;unknown
http://bafa.de;unknown
https://portal.mvp.bafin.de;unknown
http://info.data-run.info;unknown
http://opendata-duisburg.de;socrata
